site,year,block,plot,pd,pd_fac,plant_win,row_spacing_in,row_spacing_cm,effective_quad_size_m2,effective_quad_to_m2_multiplier,rye_kg_adj_to_row_spacing,weed_kg,live_seeds_lb,seedlings_expected_ft,seedlings_exp_per_quad,row_m,seedling_percent_error,rate_lbs,seedling_n,seedling_m2,canopy_cover,rye_g,weed_g,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.adj.equal.years,RRI_weeds,RCI_weeds_grace
VT,2023,3,309,9/19/2022,1.5,12,6,15.24,0.2286,4.37445319,0,2636,15073.9,0,0,26.548,na,0,0,0,7.35,0,65.9,825.81,1592.58,5.85,6.71,38,3.34,0,0,0
VT,2023,3,315,9/24/2022,2,21,6,15.24,0.2286,4.37445319,0,1324,15073.9,0,0,26.548,na,0,0,0,0.8,0,33.1,743.41,1510.18,14.9,6.96,43,3.74,0,0,0
VT,2023,3,319,10/3/2022,2.5,21,6,15.24,0.2286,4.37445319,0,-32,15073.9,0,0,26.548,na,0,0,0,0.32,0,0.8,617.116409,1383.89279,26.95,6.49,54,3.38,0,0,0
VT,2023,3,329,10/10/2022,3,21,6,15.24,0.2286,4.37445319,0,164,15073.9,0,0,26.548,na,0,0,0,0.15,0,4.1,542.92,1309.7,42.7,6.13,66,3.75,0,0,0
VT,2023,4,404,9/12/2022,1,21,6,15.24,0.2286,4.37445319,0,1724,15073.9,0,0,26.548,na,0,0,0,0.91,0,43.1,978.71,1745.48,38.4,6.71,54,4.04,0,0,0
VT,2023,4,408,9/19/2022,1.5,28,6,15.24,0.2286,4.37445319,0,208,15073.9,0,0,26.548,na,0,0,0,0.23,0,5.2,825.81,1592.58,5.85,6.71,38,3.34,0,0,0
VT,2023,4,418,9/24/2022,2,28,6,15.24,0.2286,4.37445319,0,948,15073.9,0,0,26.548,na,0,0,0,0.7,0,23.7,743.41,1510.18,14.9,6.96,43,3.74,0,0,0
VT,2023,4,424,10/3/2022,2.5,28,6,15.24,0.2286,4.37445319,0,188,15073.9,0,0,26.548,na,0,0,0,0.23,0,4.7,617.116409,1383.89279,26.95,6.49,54,3.38,0,0,0
VT,2023,4,430,10/10/2022,3,28,6,15.24,0.2286,4.37445319,0,84,15073.9,0,0,26.548,na,0,0,0,0.18,0,2.1,542.92,1309.7,42.7,6.13,66,3.75,0,0,0
NY,2022,3,5.9,11/4/2022,3,35,7.5,19.05,0.28575,3.49956256,0,884,13014.47,0,0,21.245,na,0,0,8,4.54,0,22.1,565.599758,1085.38624,31.193,5.26,48,4.62,0,0,0
NY,2022,1,6.1,11/4/2022,3,35,7.5,19.05,0.28575,3.49956256,0,772,13014.47,0,0,21.245,na,0,0,8,3.27,0,19.3,565.599758,1085.38624,31.193,5.26,48,4.62,0,0,0
VT,2022,2,230,10/20/2022,3,17,6,15.24,0.2286,4.37445319,0,973.2,13014.47,0,0,26.548,na,0,0,36,0.4,0,24.33,297.97,855.93,11.8755,6.05,51,3.27,0,0,0
PA,2023,1,116,11/9/2022,3,0,7.5,19.05,0.28575,3.49956256,0,532,15073.9,0,0,21.245,na,0,na,na,0.01,0,13.3,460.964738,1085.70877,29.7,5.88,41,2.52,0,0,0
PA,2023,2,211,11/9/2022,3,14,7.5,19.05,0.28575,3.49956256,0,112,15073.9,0,0,21.245,na,0,na,na,0,0,2.8,460.964738,1085.70877,29.7,5.88,41,2.52,0,0,0
PA,2023,3,303,11/9/2022,3,30,7.5,19.05,0.28575,3.49956256,0,172,15073.9,0,0,21.245,na,0,na,na,0.01,0,4.3,460.964738,1085.70877,29.7,5.88,41,2.52,0,0,0
DE,2022,1,121,11/2/2022,2,0,7,17.78,0.2667,3.74953131,2294.71316,na,13014.47,1.74283154,8.57397438,22.76856,-53.34719,10,4,16,16.86,61.2,na,948.433519,1585.44011,na,na,na,na,15,na,na
DE,2022,1,112,11/17/2022,3,0,7,17.78,0.2667,3.74953131,1882.26472,na,13014.47,1.74283154,8.57397438,22.76856,-41.683987,10,5,20,12.34,50.2,na,813.646155,1450.65275,na,na,na,na,15,na,na
DE,2022,4,402,11/2/2022,2,35,7,17.78,0.2667,3.74953131,1319.83502,na,13014.47,1.74283154,8.57397438,22.76856,-30.020785,10,6,24,9.16,35.2,na,948.433519,1585.44011,na,na,na,na,15,na,na
DE,2022,3,306,11/2/2022,2,20,7,17.78,0.2667,3.74953131,2467.1916,na,13014.47,1.74283154,8.57397438,22.76856,-18.357582,10,7,28,15.77,65.8,na,948.433519,1585.44011,na,na,na,na,15,na,na
DE,2022,3,311,11/17/2022,3,20,7,17.78,0.2667,3.74953131,1312.33596,na,13014.47,1.74283154,8.57397438,22.76856,-18.357582,10,7,28,8.68,35,na,813.646155,1450.65275,na,na,na,na,15,na,na
DE,2022,2,214,11/17/2022,3,20,7,17.78,0.2667,3.74953131,1342.33221,na,13014.47,1.74283154,8.57397438,22.76856,4.96882316,10,9,36,20.85,35.8,na,813.646155,1450.65275,na,na,na,na,15,na,na
DE,2022,2,202,11/2/2022,2,0,7,17.78,0.2667,3.74953131,2512.18598,na,13014.47,1.74283154,8.57397438,22.76856,16.6320257,10,10,40,16.34,67,na,948.433519,1585.44011,na,na,na,na,15,na,na
DE,2022,4,416,10/13/2022,1,35,7,17.78,0.2667,3.74953131,2399.70004,na,13014.47,1.74283154,8.57397438,22.76856,16.6320257,10,10,40,15.39,64,na,1369.68352,2006.69011,na,na,na,na,15,na,na
DE,2022,1,105,10/13/2022,1,0,7,17.78,0.2667,3.74953131,1942.25722,na,13014.47,1.74283154,8.57397438,22.76856,39.9584309,10,12,48,19.98,51.8,na,1369.68352,2006.69011,na,na,na,na,15,na,na
DE,2022,3,315,10/13/2022,1,35,7,17.78,0.2667,3.74953131,2722.15973,na,13014.47,1.74283154,8.57397438,22.76856,51.6216335,10,13,52,27.2,72.6,na,1369.68352,2006.69011,na,na,na,na,15,na,na
DE,2022,4,411,11/17/2022,3,35,7,17.78,0.2667,3.74953131,899.887514,na,13014.47,1.74283154,8.57397438,22.76856,63.284836,10,14,56,12.68,24,na,813.646155,1450.65275,na,na,na,na,15,na,na
DE,2022,2,217,10/13/2022,1,20,7,17.78,0.2667,3.74953131,1949.75628,na,13014.47,1.74283154,8.57397438,22.76856,98.2744438,10,17,68,15.93,52,na,1369.68352,2006.69011,na,na,na,na,15,na,na
BARC,2022,2,211,10-Nov,3,17,7.5,19.05,0.28575,3.49956256,4577.42782,252,13014.47,2.80097925,13.7832702,21.245,-100,15,0,0,19.37,130.8,6.3,594.16,1405.35,10.971,6.91,76,1.52,15,0.6,-0.75
BARC,2022,3,302,10-Nov,3,37,7.5,19.05,0.28575,3.49956256,2362.20472,1412,13014.47,2.80097925,13.7832702,21.245,-100,15,0,0,54.91,67.5,35.3,594.16,1405.35,10.971,6.91,76,1.52,15,0.61672096,-0.7629281
UMD,2023,1,114,11/14/2022,3,0,7.5,19.05,0.28575,3.49956256,3979.00263,60,15073.9,3.24421057,15.9643563,21.245,-100,15,0,0,2.75,113.7,1.5,723.17,1467.14,9.25,6.3,44,1.98,15,0.85981308,-0.9246231
VT,2022,2,225,10/20/2022,3,17,6,15.24,0.2286,4.37445319,566.491689,214.4,13014.47,2.2407834,11.0300428,26.548,-90.933852,15,1,4,0.08,12.95,5.36,297.97,855.93,11.8755,6.05,51,3.27,15,0.63893567,-0.7796958
VT,2022,3,326,10/20/2022,3,23,6,15.24,0.2286,4.37445319,849.081365,217.2,13014.47,2.2407834,11.0300428,26.548,-81.867704,15,2,8,0.19,19.41,5.43,297.97,855.93,11.8755,6.05,51,3.27,15,0.49628943,-0.6633602
NY,2022,3,3.9,11/4/2022,3,21,7.5,19.05,0.28575,3.49956256,1851.26859,592,13014.47,2.80097925,13.7832702,21.245,-78.234483,15,3,12,18.97,52.9,14.8,565.599758,1085.38624,31.193,5.26,48,4.62,15,0.19783198,-0.3303167
UMD,2023,2,204,10/31/2022,2,7,7.5,19.05,0.28575,3.49956256,6512.68591,196,15073.9,3.24421057,15.9643563,21.245,-81.208137,15,3,12,27.55,186.1,4.9,1004.59,1748.57,11.95,6.37,70,2.11,15,0.77367206,-0.8723958
VT,2022,1,118,10/7/2022,2,0,6,15.24,0.2286,4.37445319,3016.62292,128,13014.47,2.2407834,11.0300428,26.548,-72.801556,15,3,12,4.17,68.96,3.2,563.57,1121.53,27.3615,7.06,50,3.85,15,0.2920354,-0.4520548
NY,2022,2,3.4,11/4/2022,3,21,7.5,19.05,0.28575,3.49956256,930.88364,960,13014.47,2.80097925,13.7832702,21.245,-70.979311,15,4,16,14.44,26.6,24,565.599758,1085.38624,31.193,5.26,48,4.62,15,-0.3043478,0.875
UMD,2023,2,212,11/14/2022,3,7,7.5,19.05,0.28575,3.49956256,4048.99388,40,15073.9,3.24421057,15.9643563,21.245,-74.944182,15,4,16,19.34,115.7,1,723.17,1467.14,9.25,6.3,44,1.98,15,0.68253968,-0.8113208
UMD,2023,3,311,10/31/2022,2,21,7.5,19.05,0.28575,3.49956256,8794.4007,92,15073.9,3.24421057,15.9643563,21.245,-74.944182,15,4,16,25.78,251.3,2.3,1004.59,1748.57,11.95,6.37,70,2.11,15,0.4945055,-0.6617647
VT,2022,2,217,10/7/2022,2,9,6,15.24,0.2286,4.37445319,2408.13648,20.4,13014.47,2.2407834,11.0300428,26.548,-63.735408,15,4,16,3.87,55.05,0.51,563.57,1121.53,27.3615,7.06,50,3.85,15,0.91820369,-0.9573579
VT,2022,2,224,10/13/2022,2.5,17,6,15.24,0.2286,4.37445319,2394.4134,298.8,13014.47,2.2407834,11.0300428,26.548,-63.735408,15,4,16,1.82,54.7362903,7.47,427.27,985.23,12.8805,6.6,81,3.43,15,0.42227378,-0.593801
VT,2022,4,430,10/20/2022,3,30,6,15.24,0.2286,4.37445319,2252.8434,515.2,13014.47,2.2407834,11.0300428,26.548,-63.735408,15,4,16,0.66,51.5,12.88,297.97,855.93,11.8755,6.05,51,3.27,15,-0.7440758,5.81481482
MA,2023,3,305,10/28/2022,3,37,7.5,19.05,0.28575,3.49956256,1049.86877,28,15073.9,3.24421057,15.9643563,21.245,-68.680228,15,5,20,1.76,30,0.7,603.18,1388.07,2.75,6.86,561,2.25,15,0.82051282,-0.9014085
VT,2022,1,127,10/20/2022,3,9,6,15.24,0.2286,4.37445319,886.264217,446.8,13014.47,2.2407834,11.0300428,26.548,-54.66926,15,5,20,0.11,20.26,11.17,297.97,855.93,11.8755,6.05,51,3.27,15,-0.4983233,1.98663102
VT,2023,1,108,9/19/2022,1.5,0,6,15.24,0.2286,4.37445319,7480.31496,0,15073.9,2.59536846,12.7754539,26.548,-60.862447,15,5,20,25.37,171,0,825.81,1592.58,5.85,6.71,38,3.34,15,1,-1
DE,2023,1,116,11/17/2022,3,0,7,17.78,0.2667,3.74953131,329.958755,776,15073.9,3.02792987,14.8961002,22.76856,-59.721001,15,6,24,6.3,8.8,19.4,863.5,1533.03,1.7,6.68,202,1.3,15,0.27881041,-0.4360465
MA,2022,2,226,11/1/2022,3,15,7.5,19.05,0.28575,3.49956256,1625.54681,0,13014.47,2.80097925,13.7832702,21.245,-56.468966,15,6,24,na,46.45,0,na,1149.91,6.256,6.77,489,2.18,15,1,-1
MA,2022,3,306,11/1/2022,3,41,7.5,19.05,0.28575,3.49956256,1970.25372,0,13014.47,2.80097925,13.7832702,21.245,-56.468966,15,6,24,na,56.3,0,na,1149.91,6.256,6.77,489,2.18,15,1,-1
MA,2023,1,114,10/28/2022,3,0,7.5,19.05,0.28575,3.49956256,1007.87402,16,15073.9,3.24421057,15.9643563,21.245,-62.416274,15,6,24,5.05,28.8,0.4,603.18,1388.07,2.75,6.86,561,2.25,15,0.92380952,-0.960396
NY,2022,1,2.1,11/4/2022,3,0,7.5,19.05,0.28575,3.49956256,1354.33071,620,13014.47,2.80097925,13.7832702,21.245,-56.468966,15,6,24,13.62,38.7,15.5,565.599758,1085.38624,31.193,5.26,48,4.62,15,0.1091954,-0.1968912
NY,2022,1,3.2,9/30/2022,1,21,7.5,19.05,0.28575,3.49956256,1732.28347,560,13014.47,2.80097925,13.7832702,21.245,-56.468966,15,6,24,22.92,49.5,14,1087.83,1607.62,48.324,5.16,39,3.87,15,0.45945946,-0.6296296
UMD,2023,3,315,10/24/2022,1,21,7.5,19.05,0.28575,3.49956256,3853.01837,160,15073.9,3.24421057,15.9643563,21.245,-62.416274,15,6,24,43.96,110.1,4,1114.47,1858.45,9.5,6.61,46,2.17,15,0.86038394,-0.9249531
VT,2022,2,207,9/29/2022,1.5,9,6,15.24,0.2286,4.37445319,2011.39293,148.8,13014.47,2.2407834,11.0300428,26.548,-45.603112,15,6,24,11.2,45.9804424,3.72,675.28,1233.25,27.132,7.12,31,3.84,15,0.5361596,-0.6980519
VT,2022,4,412,9/29/2022,1.5,30,6,15.24,0.2286,4.37445319,1847.35534,58.4,13014.47,2.2407834,11.0300428,26.548,-45.603112,15,6,24,6.83,42.230543,1.46,675.28,1233.25,27.132,7.12,31,3.84,15,0.90697674,-0.9512195
BARC,2022,1,113,10-Nov,3,0,7.5,19.05,0.28575,3.49956256,4391.95101,1364,13014.47,2.80097925,13.7832702,21.245,-49.213794,15,7,28,31.25,125.5,34.1,594.16,1405.35,10.971,6.91,76,1.52,15,0.32475248,-0.490284
DE,2023,4,410,11/17/2022,3,36,7,17.78,0.2667,3.74953131,277.465317,1416,15073.9,3.02792987,14.8961002,22.76856,-53.007835,15,7,28,20.95,7.4,35.4,863.5,1533.03,1.7,6.68,202,1.3,15,-0.0759878,0.16447368
MA,2022,3,322,9/21/2022,1,41,7.5,19.05,0.28575,3.49956256,4024.49694,0,13014.47,2.80097925,13.7832702,21.245,-49.213794,15,7,28,na,115,0,na,1914.79,13.058,6.62,499,2.69,15,1,-1
MA,2023,1,124,10/6/2022,2,0,7.5,19.05,0.28575,3.49956256,3230.09624,0,15073.9,3.24421057,15.9643563,21.245,-56.152319,15,7,28,29.35,92.3,0,913.89,1698.78,3.05,7.01,547,2.24,15,1,-1
MA,2023,2,206,10/6/2022,2,15,7.5,19.05,0.28575,3.49956256,2684.16448,192,15073.9,3.24421057,15.9643563,21.245,-56.152319,15,7,28,28.35,76.7,4.8,913.89,1698.78,3.05,7.01,547,2.24,15,0.59493671,-0.7460317
MA,2023,2,222,10/28/2022,3,15,7.5,19.05,0.28575,3.49956256,2390.20123,0,15073.9,3.24421057,15.9643563,21.245,-56.152319,15,7,28,11.02,68.3,0,603.18,1388.07,2.75,6.86,561,2.25,15,1,-1
PA,2022,2,202,11/1/2022,3,15,7.5,19.05,0.28575,3.49956256,1427.82152,1.28,13014.47,2.80097925,13.7832702,21.245,-49.213794,15,7,28,1.44,40.8,0.032,497.57,1160.31,8.8115,5.44,25,2.29,15,0.9872814,-0.9936
UMD,2023,1,108,10/31/2022,2,0,7.5,19.05,0.28575,3.49956256,6425.19685,140,15073.9,3.24421057,15.9643563,21.245,-56.152319,15,7,28,21.66,183.6,3.5,1004.59,1748.57,11.95,6.37,70,2.11,15,0.78851964,-0.8817568
VT,2023,1,114,9/24/2022,2,0,6,15.24,0.2286,4.37445319,5936.57043,0,15073.9,2.59536846,12.7754539,26.548,-45.207426,15,7,28,35.5,135.71,0,743.41,1510.18,14.9,6.96,43,3.74,15,1,-1
BARC,2022,3,311,4-Oct,1,37,7.5,19.05,0.28575,3.49956256,5053.36833,1224,13014.47,2.80097925,13.7832702,21.245,-41.958622,15,8,32,79.12,144.4,30.6,1327.16,2138.35,13.901,6.58,63,2.38,15,0.57411274,-0.729443
BARC,2022,3,318,21-Oct,2,37,7.5,19.05,0.28575,3.49956256,4899.38758,1160,13014.47,2.80097925,13.7832702,21.245,-41.958622,15,8,32,51.2,140,29,880.43,1691.62,25.0335,6.53,56,2.38,15,0.50764007,-0.6734234
DE,2023,4,415,10/31/2022,2,36,7,17.78,0.2667,3.74953131,1987.25159,128,15073.9,3.02792987,14.8961002,22.76856,-46.294668,15,8,32,10.02,53,3.2,1159.67,1829.2,1.55,6.7,221,1.24,15,0.82320442,-0.9030303
MA,2022,1,115,11/1/2022,3,0,7.5,19.05,0.28575,3.49956256,1548.55643,0,13014.47,2.80097925,13.7832702,21.245,-41.958622,15,8,32,na,44.25,0,na,1149.91,6.256,6.77,489,2.18,15,1,-1
NY,2022,3,6.8,9/30/2022,1,35,7.5,19.05,0.28575,3.49956256,3104.11199,324,13014.47,2.80097925,13.7832702,21.245,-41.958622,15,8,32,38.15,88.7,8.1,1087.83,1607.62,48.324,5.16,39,3.87,15,0.81008206,-0.8950777
PA,2023,3,313,10/10/2022,1,30,7.5,19.05,0.28575,3.49956256,3384.07699,13.2,15073.9,3.24421057,15.9643563,21.245,-49.888365,15,8,32,6.22,96.7,0.33,805.16134,1429.90537,15.75,5.88,62,2.46,15,0.75824176,-0.8625
UMD,2023,2,217,10/24/2022,1,7,7.5,19.05,0.28575,3.49956256,5945.75678,172,15073.9,3.24421057,15.9643563,21.245,-49.888365,15,8,32,16.48,169.9,4.3,1114.47,1858.45,9.5,6.61,46,2.17,15,0.83429672,-0.9096639
UMD,2023,3,305,11/14/2022,3,21,7.5,19.05,0.28575,3.49956256,4209.97375,64,15073.9,3.24421057,15.9643563,21.245,-49.888365,15,8,32,18.55,120.3,1.6,723.17,1467.14,9.25,6.3,44,1.98,15,0.89189189,-0.9428571
VT,2022,4,424,10/13/2022,2.5,30,6,15.24,0.2286,4.37445319,2087.70779,0,13014.47,2.2407834,11.0300428,26.548,-27.470816,15,8,32,6.83,47.725,0,427.27,985.23,12.8805,6.6,81,3.43,15,1,-1
BARC,2022,2,217,4-Oct,1,17,7.5,19.05,0.28575,3.49956256,1658.79265,572,13014.47,2.80097925,13.7832702,21.245,-34.703449,15,9,36,36.72,47.4,14.3,1327.16,2138.35,13.901,6.58,63,2.38,15,0.6793722,-0.8090788
DE,2023,1,107,10/12/2022,1,0,7,17.78,0.2667,3.74953131,2077.24035,984,15073.9,3.02792987,14.8961002,22.76856,-39.581502,15,9,36,22.34,55.4,24.6,1455.98,2125.5,1.5,6.57,207,1.32,15,0.03529412,-0.0681818
DE,2023,1,112,10/31/2022,2,0,7,17.78,0.2667,3.74953131,607.424072,1080,15073.9,3.02792987,14.8961002,22.76856,-39.581502,15,9,36,14.6,16.2,27,1159.67,1829.2,1.55,6.7,221,1.24,15,-0.1790393,0.43617021
MA,2022,1,123,10/6/2022,2,0,7.5,19.05,0.28575,3.49956256,2850.3937,0,13014.47,2.80097925,13.7832702,21.245,-34.703449,15,9,36,na,81.45,0,na,1595.04,7.9085,6.8,478,1.68,15,1,-1
VT,2022,3,312,9/29/2022,1.5,17,6,15.24,0.2286,4.37445319,4245.22428,82.4,13014.47,2.2407834,11.0300428,26.548,-18.404668,15,9,36,18.09,97.0458271,2.06,675.28,1233.25,27.132,7.12,31,3.84,15,0.62849414,-0.7718715
VT,2022,3,315,10/7/2022,2,23,6,15.24,0.2286,4.37445319,5535.43307,0,13014.47,2.2407834,11.0300428,26.548,-18.404668,15,9,36,10.47,126.54,0,563.57,1121.53,27.3615,7.06,50,3.85,15,1,-1
VT,2022,4,417,10/7/2022,2,30,6,15.24,0.2286,4.37445319,4172.7909,0,13014.47,2.2407834,11.0300428,26.548,-18.404668,15,9,36,7.24,95.39,0,563.57,1121.53,27.3615,7.06,50,3.85,15,1,-1
VT,2023,2,207,9/19/2022,1.5,7,6,15.24,0.2286,4.37445319,13832.021,44,15073.9,2.59536846,12.7754539,26.548,-29.552405,15,9,36,47.91,316.2,1.1,825.81,1592.58,5.85,6.71,38,3.34,15,0.92948718,-0.9634552
VT,2023,3,328,10/10/2022,3,21,6,15.24,0.2286,4.37445319,8726.15923,4,15073.9,2.59536846,12.7754539,26.548,-29.552405,15,9,36,9.36,199.48,0.1,542.92,1309.7,42.7,6.13,66,3.75,15,0.95238095,-0.9756098
CT,2023,2,35,10/31/2022,3,14,7.5,19.05,0.28575,3.49956256,69.9912511,528,15073.9,3.24421057,15.9643563,21.245,-37.360456,15,10,40,0.19,2,13.2,552.86,1121.48,29.05,6.02,85,3.76,15,-0.1330472,0.30693069
DE,2023,3,304,11/17/2022,3,19,7,17.78,0.2667,3.74953131,374.953131,952,15073.9,3.02792987,14.8961002,22.76856,-32.868335,15,10,40,8.42,10,23.8,863.5,1533.03,1.7,6.68,202,1.3,15,-0.5159236,2.13157895
NY,2023,1,301,9/30/2022,1,12,7.5,19.05,0.28575,3.49956256,3499.56256,676,15073.9,3.24421057,15.9643563,21.245,-37.360456,15,10,40,55.2,100,16.9,1029.62546,1314.57348,27,6.6,na,3.92,15,0.62897914,-0.7722372
NY,2023,1,303,10/12/2022,2,12,7.5,19.05,0.28575,3.49956256,3212.59843,168,15073.9,3.24421057,15.9643563,21.245,-37.360456,15,10,40,29.49,91.8,4.2,901.390813,1186.33882,19.15,6.5,121,3.35,15,0.82608696,-0.9047619
PA,2022,3,317,10/22/2022,2,32,7.5,19.05,0.28575,3.49956256,2285.21435,26.8,13014.47,2.80097925,13.7832702,21.245,-27.448277,15,10,40,3.85,65.3,0.67,744.21,1424.26,19.774,5.51,21,2.18,15,0.40969163,-0.58125
VT,2022,1,120,10/13/2022,2.5,0,6,15.24,0.2286,4.37445319,1996.02066,215.2,13014.47,2.2407834,11.0300428,26.548,-9.33852,15,10,40,3.76,45.6290323,5.38,427.27,985.23,12.8805,6.6,81,3.43,15,0.28457447,-0.4430642
VT,2023,3,302,9/12/2022,1,12,6,15.24,0.2286,4.37445319,12086.1767,8,15073.9,2.59536846,12.7754539,26.548,-21.724895,15,10,40,63.21,276.29,0.2,978.71,1745.48,38.4,6.71,54,4.04,15,0.96,-0.9795918
VT,2023,4,411,9/19/2022,1.5,28,6,15.24,0.2286,4.37445319,8492.12598,4,15073.9,2.59536846,12.7754539,26.548,-21.724895,15,10,40,48.5,194.13,0.1,825.81,1592.58,5.85,6.71,38,3.34,15,0.96226415,-0.9807692
CT,2023,1,4,9/29/2022,1,0,7.5,19.05,0.28575,3.49956256,1420.8224,88,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,1.32,40.6,2.2,925.08,1493.7,15.8,6.23,87,3.86,15,0.18518519,-0.3125
CT,2023,3,44,10/13/2022,2,32,7.5,19.05,0.28575,3.49956256,367.454068,160,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,3.07,10.5,4,768.56,1337.18,19.6,6.2,85,3.94,15,0.42857143,-0.6
DE,2023,4,403,10/12/2022,1,36,7,17.78,0.2667,3.74953131,1649.79378,840,15073.9,3.02792987,14.8961002,22.76856,-26.155169,15,11,44,17.79,44,21,1455.98,2125.5,1.5,6.57,207,1.32,15,0.08296943,-0.1532258
MA,2022,1,101,9/21/2022,1,0,7.5,19.05,0.28575,3.49956256,2551.1811,0,13014.47,2.80097925,13.7832702,21.245,-20.193105,15,11,44,na,72.9,0,na,1914.79,13.058,6.62,499,2.69,15,1,-1
NY,2023,3,208,10/12/2022,2,0,7.5,19.05,0.28575,3.49956256,3475.06562,140,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,36.35,99.3,3.5,901.390813,1186.33882,19.15,6.5,121,3.35,15,0.78978979,-0.8825503
NY,2023,2,405,10/12/2022,2,12,7.5,19.05,0.28575,3.49956256,3702.53718,0,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,28.02,105.8,0,901.390813,1186.33882,19.15,6.5,121,3.35,15,1,-1
PA,2022,2,213,10/22/2022,2,15,7.5,19.05,0.28575,3.49956256,2705.16186,148,13014.47,2.80097925,13.7832702,21.245,-20.193105,15,11,44,4.1,77.3,3.7,744.21,1424.26,19.774,5.51,21,2.18,15,-0.15625,0.37037037
PA,2023,1,107,10/10/2022,1,0,7.5,19.05,0.28575,3.49956256,1588.8014,240,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,2.44,45.4,6,805.16134,1429.90537,15.75,5.88,62,2.46,15,0.42307692,-0.5945946
PA,2023,2,214,10/24/2022,2,14,7.5,19.05,0.28575,3.49956256,2327.2091,12,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,2.17,66.5,0.3,679.811233,1304.55527,29.6,5.83,39,2.53,15,0.88235294,-0.9375
PA,2023,3,312,10/24/2022,2,30,7.5,19.05,0.28575,3.49956256,4409.44882,4,15073.9,3.24421057,15.9643563,21.245,-31.096502,15,11,44,7.52,126,0.1,679.811233,1304.55527,29.6,5.83,39,2.53,15,0.92,-0.9583333
VT,2023,2,213,9/24/2022,2,7,6,15.24,0.2286,4.37445319,8503.49956,0,15073.9,2.59536846,12.7754539,26.548,-13.897384,15,11,44,36.34,194.39,0,743.41,1510.18,14.9,6.96,43,3.74,15,1,-1
VT,2023,2,227,10/10/2022,3,12,6,15.24,0.2286,4.37445319,5551.61855,0,15073.9,2.59536846,12.7754539,26.548,-13.897384,15,11,44,5.43,126.91,0,542.92,1309.7,42.7,6.13,66,3.75,15,1,-1
MA,2022,2,215,9/21/2022,1,15,7.5,19.05,0.28575,3.49956256,5251.09361,0,13014.47,2.80097925,13.7832702,21.245,-12.937932,15,12,48,na,150.05,0,na,1914.79,13.058,6.62,499,2.69,15,1,-1
MA,2023,3,324,9/21/2022,1,37,7.5,19.05,0.28575,3.49956256,4108.48644,476,15073.9,3.24421057,15.9643563,21.245,-24.832547,15,12,48,49.08,117.4,11.9,1150.7,1935.59,3.55,6.83,526,2.39,15,0.23225807,-0.3769634
NY,2023,2,406,9/30/2022,1,12,7.5,19.05,0.28575,3.49956256,4657.91776,640,15073.9,3.24421057,15.9643563,21.245,-24.832547,15,12,48,50,133.1,16,1029.62546,1314.57348,27,6.6,na,3.92,15,0.56580733,-0.7227036
UMD,2023,1,102,10/24/2022,1,0,7.5,19.05,0.28575,3.49956256,6008.74891,52,15073.9,3.24421057,15.9643563,21.245,-24.832547,15,12,48,42.8,171.7,1.3,1114.47,1858.45,9.5,6.61,46,2.17,15,0.93532338,-0.966581
VT,2022,1,105,9/20/2022,1,0,6,15.24,0.2286,4.37445319,5513.99825,548.4,13014.47,2.2407834,11.0300428,26.548,8.79377595,15,12,48,31.47,126.05,13.71,893.38,1451.35,17.9205,6.94,48,3.65,15,0.60023327,-0.7501822
VT,2022,2,206,9/20/2022,1,9,6,15.24,0.2286,4.37445319,5142.16973,118.4,13014.47,2.2407834,11.0300428,26.548,8.79377595,15,12,48,25.06,117.55,2.96,893.38,1451.35,17.9205,6.94,48,3.65,15,0.77309314,-0.8720277
VT,2023,3,312,9/19/2022,1.5,12,6,15.24,0.2286,4.37445319,8720.035,300,15073.9,2.59536846,12.7754539,26.548,-6.0698735,15,12,48,30.96,199.34,7.5,825.81,1592.58,5.85,6.71,38,3.34,15,0.79564033,-0.8861912
BARC,2022,1,102,4-Oct,1,0,7.5,19.05,0.28575,3.49956256,5410.32371,2204,13014.47,2.80097925,13.7832702,21.245,-5.6827601,15,13,52,69.04,154.6,55.1,1327.16,2138.35,13.901,6.58,63,2.38,15,0.32142857,-0.4864865
CT,2023,2,22,10/13/2022,2,14,7.5,19.05,0.28575,3.49956256,1809.27384,228,15073.9,3.24421057,15.9643563,21.245,-18.568593,15,13,52,3.31,51.7,5.7,768.56,1337.18,19.6,6.2,85,3.94,15,-0.1875,0.46153846
CT,2023,2,29,9/29/2022,1,14,7.5,19.05,0.28575,3.49956256,2901.13736,536,15073.9,3.24421057,15.9643563,21.245,-18.568593,15,13,52,17.37,82.9,13.4,925.08,1493.7,15.8,6.23,87,3.86,15,0.32323232,-0.4885496
CT,2023,3,39,10/31/2022,3,32,7.5,19.05,0.28575,3.49956256,55.9930009,472,15073.9,3.24421057,15.9643563,21.245,-18.568593,15,13,52,0.27,1.6,11.8,552.86,1121.48,29.05,6.02,85,3.76,15,0.08171206,-0.1510791
