site,year,block,plot,pd,pd_fac,plant_win,row_spacing_in,row_spacing_cm,effective_quad_size_m2,effective_quad_to_m2_multiplier,rye_kg_adj_to_row_spacing,weed_kg,live_seeds_lb,seedlings_expected_ft,seedlings_exp_per_quad,row_m,seedling_percent_error,rate_lbs,seedling_n,seedling_m2,canopy_cover,rye_g,weed_g,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.adj.equal.years,RRI_weeds
DE,2022,2,212,11/17/22,3,20,7,17.78,0.2667,3.749531309,1492.313461,na,13014.47,15.68548382,77.16576938,22.76856,-32.61260735,90,52,208,21.13,39.8,na,813.6461547,1450.652748,na,na,na,na,90,na
DE,2022,2,213,11/17/22,3,20,7,17.78,0.2667,3.749531309,1784.776903,na,13014.47,5.228494605,25.72192313,22.76856,-26.13305037,30,19,76,18.35,47.6,na,813.6461547,1450.652748,na,na,na,na,30,na
DE,2022,2,214,11/17/22,3,20,7,17.78,0.2667,3.749531309,1342.332208,na,13014.47,1.742831535,8.573974375,22.76856,4.968823164,10,9,36,20.85,35.8,na,813.6461547,1450.652748,na,na,na,na,15,na
DE,2022,3,308,11/17/22,3,20,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,5.11,0,na,813.6461547,1450.652748,na,na,na,na,0,na
DE,2022,3,309,11/17/22,3,20,7,17.78,0.2667,3.749531309,2264.71691,na,13014.47,26.14247303,128.6096156,22.76856,-47.126815,150,68,272,19.3,60.4,na,813.6461547,1450.652748,na,na,na,na,150,na
DE,2022,3,310,11/17/22,3,20,7,17.78,0.2667,3.749531309,2572.178478,na,13014.47,20.91397842,102.8876925,22.76856,-18.35758198,120,84,336,19.31,68.6,na,813.6461547,1450.652748,na,na,na,na,120,na
DE,2022,3,311,11/17/22,3,20,7,17.78,0.2667,3.749531309,1312.335958,na,13014.47,1.742831535,8.573974375,22.76856,-18.35758198,10,7,28,8.68,35,na,813.6461547,1450.652748,na,na,na,na,15,na
DE,2022,3,312,11/17/22,3,20,7,17.78,0.2667,3.749531309,2729.658793,na,13014.47,5.228494605,25.72192313,22.76856,-6.69437941,30,24,96,25.73,72.8,na,813.6461547,1450.652748,na,na,na,na,30,na
DE,2022,3,313,11/17/22,3,35,7,17.78,0.2667,3.749531309,2302.212223,na,13014.47,10.45698921,51.44384625,22.76856,-35.85238584,60,33,132,20.82,61.4,na,813.6461547,1450.652748,na,na,na,na,60,na
DE,2022,3,314,11/17/22,3,35,7,17.78,0.2667,3.749531309,1814.773153,na,13014.47,15.68548382,77.16576938,22.76856,-46.86763272,90,41,164,17.77,48.4,na,813.6461547,1450.652748,na,na,na,na,90,na
DE,2022,4,408,11/17/22,3,35,7,17.78,0.2667,3.749531309,899.8875141,na,13014.47,5.228494605,25.72192313,22.76856,-18.35758198,30,21,84,10.33,24,na,813.6461547,1450.652748,na,na,na,na,30,na
DE,2022,4,409,11/17/22,3,35,7,17.78,0.2667,3.749531309,2557.180352,na,13014.47,15.68548382,77.16576938,22.76856,3.672911767,90,80,320,18.52,68.2,na,813.6461547,1450.652748,na,na,na,na,90,na
DE,2022,4,410,11/17/22,3,35,7,17.78,0.2667,3.749531309,1012.373453,na,13014.47,26.14247303,128.6096156,22.76856,-47.90436184,150,67,268,10.13,27,na,813.6461547,1450.652748,na,na,na,na,150,na
DE,2022,4,411,11/17/22,3,35,7,17.78,0.2667,3.749531309,899.8875141,na,13014.47,1.742831535,8.573974375,22.76856,63.28483603,10,14,56,12.68,24,na,813.6461547,1450.652748,na,na,na,na,15,na
DE,2022,4,412,11/17/22,3,35,7,17.78,0.2667,3.749531309,0,na,13014.47,0,0,22.76856,na,0,0,0,2.68,0,na,813.6461547,1450.652748,na,na,na,na,0,na
DE,2022,4,413,11/17/22,3,35,7,17.78,0.2667,3.749531309,2752.155981,na,13014.47,20.91397842,102.8876925,22.76856,-29.04885101,120,73,292,22.38,73.4,na,813.6461547,1450.652748,na,na,na,na,120,na
DE,2022,4,414,11/17/22,3,35,7,17.78,0.2667,3.749531309,1199.850019,na,13014.47,10.45698921,51.44384625,22.76856,-33.90851875,60,34,136,12.01,32,na,813.6461547,1450.652748,na,na,na,na,60,na
MA,2022,1,101,9/21/2022,1,0,7.5,19.05,0.28575,3.499562555,2551.181102,0,13014.47,2.800979253,13.78327018,21.245,-20.19310472,15,11,44,na,72.9,0,na,1914.79,13.058,6.62,499,2.69,15,1
MA,2022,1,102,9/21/2022,1,0,7.5,19.05,0.28575,3.499562555,0,1152,13014.47,0,0,21.245,na,0,0,0,na,0,28.8,na,1914.79,13.058,6.62,499,2.69,0,0
MA,2022,1,103,9/21/2022,1,0,7.5,19.05,0.28575,3.499562555,3203.849519,0,13014.47,11.20391701,55.13308072,21.245,-60.09655236,60,22,88,na,91.55,0,na,1914.79,13.058,6.62,499,2.69,60,1
MA,2022,1,104,9/21/2022,1,0,7.5,19.05,0.28575,3.499562555,8213.473316,0,13014.47,16.80587552,82.69962109,21.245,-46.79540315,90,44,176,na,234.7,0,na,1914.79,13.058,6.62,499,2.69,90,1
MA,2022,1,105,9/21/2022,1,0,7.5,19.05,0.28575,3.499562555,8678.915136,0,13014.47,22.40783402,110.2661614,21.245,-52.84138006,120,52,208,na,248,0,na,1914.79,13.058,6.62,499,2.69,120,1
MA,2022,1,106,9/21/2022,1,0,7.5,19.05,0.28575,3.499562555,11973.75328,0,13014.47,5.601958506,27.56654036,21.245,-49.21379391,30,14,56,na,342.15,0,na,1914.79,13.058,6.62,499,2.69,30,1
MA,2022,2,211,9/21/2022,1,15,7.5,19.05,0.28575,3.499562555,5312.335958,0,13014.47,11.20391701,55.13308072,21.245,-60.09655236,60,22,88,na,151.8,0,na,1914.79,13.058,6.62,499,2.69,60,1
MA,2022,2,212,9/21/2022,1,15,7.5,19.05,0.28575,3.499562555,4055.993001,0,13014.47,5.601958506,27.56654036,21.245,-5.682760121,30,26,104,na,115.9,0,na,1914.79,13.058,6.62,499,2.69,30,1
MA,2022,2,213,9/21/2022,1,15,7.5,19.05,0.28575,3.499562555,4444.444444,0,13014.47,16.80587552,82.69962109,21.245,-27.44827702,90,60,240,na,127,0,na,1914.79,13.058,6.62,499,2.69,90,1
MA,2022,2,214,9/21/2022,1,15,7.5,19.05,0.28575,3.499562555,7524.059493,0,13014.47,22.40783402,110.2661614,21.245,-42.86551815,120,63,252,na,215,0,na,1914.79,13.058,6.62,499,2.69,120,1
MA,2022,2,215,9/21/2022,1,15,7.5,19.05,0.28575,3.499562555,5251.093613,0,13014.47,2.800979253,13.78327018,21.245,-12.93793242,15,12,48,na,150.05,0,na,1914.79,13.058,6.62,499,2.69,15,1
MA,2022,2,216,9/21/2022,1,15,7.5,19.05,0.28575,3.499562555,0,1692,13014.47,0,0,21.245,na,0,0,0,na,0,42.3,na,1914.79,13.058,6.62,499,2.69,0,0
MA,2022,3,321,9/21/2022,1,41,7.5,19.05,0.28575,3.499562555,0,1386,13014.47,0,0,21.245,na,0,0,0,na,0,34.65,na,1914.79,13.058,6.62,499,2.69,0,0
MA,2022,3,322,9/21/2022,1,41,7.5,19.05,0.28575,3.499562555,4024.496938,0,13014.47,2.800979253,13.78327018,21.245,-49.21379391,15,7,28,na,115,0,na,1914.79,13.058,6.62,499,2.69,15,1
MA,2022,3,323,9/21/2022,1,41,7.5,19.05,0.28575,3.499562555,5000.874891,0,13014.47,22.40783402,110.2661614,21.245,-48.30689737,120,57,228,na,142.9,0,na,1914.79,13.058,6.62,499,2.69,120,1
MA,2022,3,324,9/21/2022,1,41,7.5,19.05,0.28575,3.499562555,6633.420822,0,13014.47,16.80587552,82.69962109,21.245,-46.79540315,90,44,176,na,189.55,0,na,1914.79,13.058,6.62,499,2.69,90,1
MA,2022,3,325,9/21/2022,1,41,7.5,19.05,0.28575,3.499562555,456.6929134,0,13014.47,5.601958506,27.56654036,21.245,-67.35172466,30,9,36,na,13.05,0,na,1914.79,13.058,6.62,499,2.69,30,1
MA,2022,3,326,9/21/2022,1,41,7.5,19.05,0.28575,3.499562555,9028.871391,0,13014.47,11.20391701,55.13308072,21.245,-52.84138006,60,26,104,na,258,0,na,1914.79,13.058,6.62,499,2.69,60,1
MA,2022,1,121,10/06/2022,2,0,7.5,19.05,0.28575,3.499562555,2124.234471,0,13014.47,16.80587552,82.69962109,21.245,11.24597524,90,92,368,na,60.7,0,na,1595.04,7.9085,6.8,478,1.68,90,1
MA,2022,1,122,10/06/2022,2,0,7.5,19.05,0.28575,3.499562555,2099.737533,0,13014.47,22.40783402,110.2661614,21.245,-34.70344931,120,72,288,na,60,0,na,1595.04,7.9085,6.8,478,1.68,120,1
MA,2022,1,123,10/06/2022,2,0,7.5,19.05,0.28575,3.499562555,2850.393701,0,13014.47,2.800979253,13.78327018,21.245,-34.70344931,15,9,36,na,81.45,0,na,1595.04,7.9085,6.8,478,1.68,15,1
MA,2022,1,124,10/06/2022,2,0,7.5,19.05,0.28575,3.499562555,0,1390,13014.47,0,0,21.245,na,0,0,0,na,0,34.75,na,1595.04,7.9085,6.8,478,1.68,0,0
MA,2022,1,125,10/06/2022,2,0,7.5,19.05,0.28575,3.499562555,6278.215223,0,13014.47,5.601958506,27.56654036,21.245,-12.93793242,30,24,96,na,179.4,0,na,1595.04,7.9085,6.8,478,1.68,30,1
MA,2022,1,126,10/06/2022,2,0,7.5,19.05,0.28575,3.499562555,6397.20035,0,13014.47,11.20391701,55.13308072,21.245,-27.44827702,60,40,160,na,182.8,0,na,1595.04,7.9085,6.8,478,1.68,60,1
MA,2022,2,201,10/06/2022,2,15,7.5,19.05,0.28575,3.499562555,4269.466317,0,13014.47,2.800979253,13.78327018,21.245,81.37930746,15,25,100,na,122,0,na,1595.04,7.9085,6.8,478,1.68,15,1
MA,2022,2,202,10/06/2022,2,15,7.5,19.05,0.28575,3.499562555,4096.23797,0,13014.47,11.20391701,55.13308072,21.245,-36.51724239,60,35,140,na,117.05,0,na,1595.04,7.9085,6.8,478,1.68,60,1
MA,2022,2,203,10/06/2022,2,15,7.5,19.05,0.28575,3.499562555,3958.005249,0,13014.47,22.40783402,110.2661614,21.245,-5.682760121,120,104,416,na,113.1,0,na,1595.04,7.9085,6.8,478,1.68,120,1
MA,2022,2,204,10/06/2022,2,15,7.5,19.05,0.28575,3.499562555,7480.314961,0,13014.47,16.80587552,82.69962109,21.245,2.781607561,90,85,340,na,213.75,0,na,1595.04,7.9085,6.8,478,1.68,90,1
MA,2022,2,205,10/06/2022,2,15,7.5,19.05,0.28575,3.499562555,4673.665792,0,13014.47,5.601958506,27.56654036,21.245,-2.055173972,30,27,108,na,133.55,0,na,1595.04,7.9085,6.8,478,1.68,30,1
MA,2022,2,206,10/06/2022,2,15,7.5,19.05,0.28575,3.499562555,0,470,13014.47,0,0,21.245,na,0,0,0,na,0,11.75,na,1595.04,7.9085,6.8,478,1.68,0,0
MA,2022,3,311,10/06/2022,2,41,7.5,19.05,0.28575,3.499562555,4225.721785,0,13014.47,2.800979253,13.78327018,21.245,8.827584476,15,15,60,na,120.75,0,na,1595.04,7.9085,6.8,478,1.68,15,1
MA,2022,3,312,10/06/2022,2,41,7.5,19.05,0.28575,3.499562555,4866.141732,0,13014.47,11.20391701,55.13308072,21.245,-5.682760121,60,52,208,na,139.05,0,na,1595.04,7.9085,6.8,478,1.68,60,1
MA,2022,3,313,10/06/2022,2,41,7.5,19.05,0.28575,3.499562555,5734.033246,0,13014.47,16.80587552,82.69962109,21.245,-8.101150887,90,76,304,na,163.85,0,na,1595.04,7.9085,6.8,478,1.68,90,1
MA,2022,3,314,10/06/2022,2,41,7.5,19.05,0.28575,3.499562555,5882.764654,0,13014.47,22.40783402,110.2661614,21.245,7.920687939,120,119,476,na,168.1,0,na,1595.04,7.9085,6.8,478,1.68,120,1
MA,2022,3,315,10/06/2022,2,41,7.5,19.05,0.28575,3.499562555,0,1076,13014.47,0,0,21.245,na,0,0,0,na,0,26.9,na,1595.04,7.9085,6.8,478,1.68,0,0
MA,2022,3,316,10/06/2022,2,41,7.5,19.05,0.28575,3.499562555,4738.407699,0,13014.47,5.601958506,27.56654036,21.245,-27.44827702,30,20,80,na,135.4,0,na,1595.04,7.9085,6.8,478,1.68,30,1
MA,2022,1,111,11/01/2022,3,0,7.5,19.05,0.28575,3.499562555,857.3928259,0,13014.47,5.601958506,27.56654036,21.245,-16.56551857,30,23,92,na,24.5,0,na,1149.91,6.256,6.77,489,2.18,30,1
MA,2022,1,112,11/01/2022,3,0,7.5,19.05,0.28575,3.499562555,0,592,13014.47,0,0,21.245,na,0,0,0,na,0,14.8,na,1149.91,6.256,6.77,489,2.18,0,0
MA,2022,1,113,11/01/2022,3,0,7.5,19.05,0.28575,3.499562555,2241.469816,0,13014.47,16.80587552,82.69962109,21.245,17.29195216,90,97,388,na,64.05,0,na,1149.91,6.256,6.77,489,2.18,90,1
MA,2022,1,114,11/01/2022,3,0,7.5,19.05,0.28575,3.499562555,4516.185477,0,13014.47,22.40783402,110.2661614,21.245,-1.148277434,120,109,436,na,129.05,0,na,1149.91,6.256,6.77,489,2.18,120,1
MA,2022,1,115,11/01/2022,3,0,7.5,19.05,0.28575,3.499562555,1548.55643,0,13014.47,2.800979253,13.78327018,21.245,-41.95862161,15,8,32,na,44.25,0,na,1149.91,6.256,6.77,489,2.18,15,1
MA,2022,1,116,11/01/2022,3,0,7.5,19.05,0.28575,3.499562555,2797.900262,0,13014.47,11.20391701,55.13308072,21.245,-31.07586317,60,38,152,na,79.95,0,na,1149.91,6.256,6.77,489,2.18,60,1
MA,2022,2,221,11/01/2022,3,15,7.5,19.05,0.28575,3.499562555,2342.95713,0,13014.47,11.20391701,55.13308072,21.245,-27.44827702,60,40,160,na,66.95,0,na,1149.91,6.256,6.77,489,2.18,60,1
MA,2022,2,222,11/01/2022,3,15,7.5,19.05,0.28575,3.499562555,3517.060367,0,13014.47,16.80587552,82.69962109,21.245,25.75631984,90,104,416,na,100.5,0,na,1149.91,6.256,6.77,489,2.18,90,1
MA,2022,2,223,11/01/2022,3,15,7.5,19.05,0.28575,3.499562555,3151.35608,0,13014.47,22.40783402,110.2661614,21.245,-72.79310388,120,30,120,na,90.05,0,na,1149.91,6.256,6.77,489,2.18,120,1
MA,2022,2,224,11/01/2022,3,15,7.5,19.05,0.28575,3.499562555,0,856,13014.47,0,0,21.245,na,0,0,0,na,0,21.4,na,1149.91,6.256,6.77,489,2.18,0,0
MA,2022,2,225,11/01/2022,3,15,7.5,19.05,0.28575,3.499562555,2377.952756,0,13014.47,5.601958506,27.56654036,21.245,-45.58620776,30,15,60,na,67.95,0,na,1149.91,6.256,6.77,489,2.18,30,1
MA,2022,2,226,11/01/2022,3,15,7.5,19.05,0.28575,3.499562555,1625.546807,0,13014.47,2.800979253,13.78327018,21.245,-56.46896621,15,6,24,na,46.45,0,na,1149.91,6.256,6.77,489,2.18,15,1
MA,2022,3,301,11/01/2022,3,41,7.5,19.05,0.28575,3.499562555,2477.690289,0,13014.47,16.80587552,82.69962109,21.245,-51.63218468,90,40,160,na,70.8,0,na,1149.91,6.256,6.77,489,2.18,90,1
MA,2022,3,302,11/01/2022,3,41,7.5,19.05,0.28575,3.499562555,0,548,13014.47,0,0,21.245,na,0,0,0,na,0,13.7,na,1149.91,6.256,6.77,489,2.18,0,0
MA,2022,3,303,11/01/2022,3,41,7.5,19.05,0.28575,3.499562555,3478.565179,0,13014.47,22.40783402,110.2661614,21.245,-27.44827702,120,80,320,na,99.4,0,na,1149.91,6.256,6.77,489,2.18,120,1
MA,2022,3,304,11/01/2022,3,41,7.5,19.05,0.28575,3.499562555,2901.137358,0,13014.47,11.20391701,55.13308072,21.245,-34.70344931,60,36,144,na,82.9,0,na,1149.91,6.256,6.77,489,2.18,60,1
MA,2022,3,305,11/01/2022,3,41,7.5,19.05,0.28575,3.499562555,2022.747157,0,13014.47,5.601958506,27.56654036,21.245,-23.82069087,30,21,84,na,57.8,0,na,1149.91,6.256,6.77,489,2.18,30,1
MA,2022,3,306,11/01/2022,3,41,7.5,19.05,0.28575,3.499562555,1970.253718,0,13014.47,2.800979253,13.78327018,21.245,-56.46896621,15,6,24,na,56.3,0,na,1149.91,6.256,6.77,489,2.18,15,1
NY,2022,1,1.2,9/30/2022,1,0,7.5,19.05,0.28575,3.499562555,7181.102362,280,13014.47,22.40783402,110.2661614,21.245,-19.28620818,120,89,356,70.59,205.2,7,1087.83,1607.62,48.324,5.16,39,3.87,120,0.6875
NY,2022,1,2.2,9/30/2022,1,0,7.5,19.05,0.28575,3.499562555,4706.911636,1076,13014.47,16.80587552,82.69962109,21.245,-41.95862161,90,48,192,60.1,134.5,26.9,1087.83,1607.62,48.324,5.16,39,3.87,90,0.168469861
NY,2022,1,3.2,9/30/2022,1,21,7.5,19.05,0.28575,3.499562555,1732.283465,560,13014.47,2.800979253,13.78327018,21.245,-56.46896621,15,6,24,22.92,49.5,14,1087.83,1607.62,48.324,5.16,39,3.87,15,0.459459459
NY,2022,1,4.2,9/30/2022,1,21,7.5,19.05,0.28575,3.499562555,0,1512,13014.47,0,0,21.245,na,0,0,0,4.99,0,37.8,1087.83,1607.62,48.324,5.16,39,3.87,0,0
NY,2022,1,5.2,9/30/2022,1,35,7.5,19.05,0.28575,3.499562555,1357.830271,424,13014.47,11.20391701,55.13308072,21.245,-83.67586233,60,9,36,8.98,38.8,10.6,1087.83,1607.62,48.324,5.16,39,3.87,60,0.561983471
NY,2022,1,6.2,9/30/2022,1,35,7.5,19.05,0.28575,3.499562555,5270.341207,na,13014.47,5.601958506,27.56654036,21.245,-34.70344931,30,18,72,58.05,150.6,na,1087.83,1607.62,48.324,5.16,39,3.87,30,na
NY,2022,2,1.6,9/30/2022,1,0,7.5,19.05,0.28575,3.499562555,5270.341207,524,13014.47,22.40783402,110.2661614,21.245,-46.4931043,120,59,236,61.59,150.6,13.1,1087.83,1607.62,48.324,5.16,39,3.87,120,0.465306122
NY,2022,2,2.6,9/30/2022,1,0,7.5,19.05,0.28575,3.499562555,4601.924759,816,13014.47,11.20391701,55.13308072,21.245,-52.84138006,60,26,104,50.87,131.5,20.4,1087.83,1607.62,48.324,5.16,39,3.87,60,0.275310835
NY,2022,2,3.6,9/30/2022,1,21,7.5,19.05,0.28575,3.499562555,5851.268591,372,13014.47,16.80587552,82.69962109,21.245,-56.46896621,90,36,144,55.67,167.2,9.3,1087.83,1607.62,48.324,5.16,39,3.87,90,0.588495575
NY,2022,2,4.6,9/30/2022,1,21,7.5,19.05,0.28575,3.499562555,2684.164479,1228,13014.47,2.800979253,13.78327018,21.245,52.35861827,15,21,84,43.2,76.7,30.7,1087.83,1607.62,48.324,5.16,39,3.87,15,0.078078078
NY,2022,2,5.6,9/30/2022,1,35,7.5,19.05,0.28575,3.499562555,5119.860017,564,13014.47,5.601958506,27.56654036,21.245,-20.19310472,30,22,88,48.72,146.3,14.1,1087.83,1607.62,48.324,5.16,39,3.87,30,0.436
NY,2022,2,6.6,9/30/2022,1,35,7.5,19.05,0.28575,3.499562555,0,1436,13014.47,0,0,21.245,na,0,0,0,8.44,0,35.9,1087.83,1607.62,48.324,5.16,39,3.87,0,0
NY,2022,3,1.8,9/30/2022,1,0,7.5,19.05,0.28575,3.499562555,0,3088,13014.47,0,0,21.245,na,0,0,0,13.79,0,77.2,1087.83,1607.62,48.324,5.16,39,3.87,0,0
NY,2022,3,2.8,9/30/2022,1,0,7.5,19.05,0.28575,3.499562555,5021.872266,808,13014.47,16.80587552,82.69962109,21.245,-31.07586317,90,57,228,73.06,143.5,20.2,1087.83,1607.62,48.324,5.16,39,3.87,90,0.585215606
NY,2022,3,3.8,9/30/2022,1,21,7.5,19.05,0.28575,3.499562555,4881.889764,572,13014.47,5.601958506,27.56654036,21.245,19.71034292,30,33,132,58.12,139.5,14.3,1087.83,1607.62,48.324,5.16,39,3.87,30,0.687431694
NY,2022,3,4.8,9/30/2022,1,21,7.5,19.05,0.28575,3.499562555,5819.772528,252,13014.47,22.40783402,110.2661614,21.245,-24.7275874,120,83,332,62.76,166.3,6.3,1087.83,1607.62,48.324,5.16,39,3.87,120,0.849101796
NY,2022,3,5.8,9/30/2022,1,35,7.5,19.05,0.28575,3.499562555,4139.982502,976,13014.47,11.20391701,55.13308072,21.245,-34.70344931,60,36,144,61.54,118.3,24.4,1087.83,1607.62,48.324,5.16,39,3.87,60,0.519685039
NY,2022,3,6.8,9/30/2022,1,35,7.5,19.05,0.28575,3.499562555,3104.111986,324,13014.47,2.800979253,13.78327018,21.245,-41.95862161,15,8,32,38.15,88.7,8.1,1087.83,1607.62,48.324,5.16,39,3.87,15,0.810082063
NY,2022,1,1.3,10/21/2022,2,0,7.5,19.05,0.28575,3.499562555,3608.048994,224,13014.47,16.80587552,82.69962109,21.245,-10.51954165,90,74,296,36.13,103.1,5.6,691.5178995,1211.304381,28.6895,5.38,37,4.51,90,0.5
NY,2022,1,2.3,10/21/2022,2,0,7.5,19.05,0.28575,3.499562555,3016.622922,336,13014.47,2.800979253,13.78327018,21.245,1.572412177,15,14,56,24.53,86.2,8.4,691.5178995,1211.304381,28.6895,5.38,37,4.51,15,0.333333333
NY,2022,1,3.3,10/21/2022,2,21,7.5,19.05,0.28575,3.499562555,0,672,13014.47,0,0,21.245,na,0,0,0,1.9,0,16.8,691.5178995,1211.304381,28.6895,5.38,37,4.51,0,0
NY,2022,1,4.3,10/21/2022,2,21,7.5,19.05,0.28575,3.499562555,4290.463692,340,13014.47,22.40783402,110.2661614,21.245,-22.00689779,120,86,344,38.72,122.6,8.5,691.5178995,1211.304381,28.6895,5.38,37,4.51,120,0.328063241
NY,2022,1,5.3,10/21/2022,2,35,7.5,19.05,0.28575,3.499562555,3261.592301,192,13014.47,11.20391701,55.13308072,21.245,-25.63448394,60,41,164,26.64,93.2,4.8,691.5178995,1211.304381,28.6895,5.38,37,4.51,60,0.555555556
NY,2022,1,6.3,10/21/2022,2,35,7.5,19.05,0.28575,3.499562555,3912.510936,na,13014.47,5.601958506,27.56654036,21.245,-2.055173972,30,27,108,28.63,111.8,na,691.5178995,1211.304381,28.6895,5.38,37,4.51,30,na
NY,2022,2,1.5,10/21/2022,2,0,7.5,19.05,0.28575,3.499562555,2824.146982,240,13014.47,22.40783402,110.2661614,21.245,-31.07586317,120,76,304,27.98,80.7,6,691.5178995,1211.304381,28.6895,5.38,37,4.51,120,-0.008403361
NY,2022,2,2.5,10/21/2022,2,0,7.5,19.05,0.28575,3.499562555,2922.134733,196,13014.47,11.20391701,55.13308072,21.245,-5.682760121,60,52,208,26.35,83.5,4.9,691.5178995,1211.304381,28.6895,5.38,37,4.51,60,0.092592593
NY,2022,2,3.5,10/21/2022,2,21,7.5,19.05,0.28575,3.499562555,2411.1986,200,13014.47,2.800979253,13.78327018,21.245,8.827584476,15,15,60,17.18,68.9,5,691.5178995,1211.304381,28.6895,5.38,37,4.51,15,0.082568807
NY,2022,2,4.5,10/21/2022,2,21,7.5,19.05,0.28575,3.499562555,3475.065617,184,13014.47,16.80587552,82.69962109,21.245,-3.264369355,90,80,320,25.06,99.3,4.6,691.5178995,1211.304381,28.6895,5.38,37,4.51,90,0.123809524
NY,2022,2,5.5,10/21/2022,2,35,7.5,19.05,0.28575,3.499562555,2869.641295,300,13014.47,5.601958506,27.56654036,21.245,-20.19310472,30,22,88,22.17,82,7.5,691.5178995,1211.304381,28.6895,5.38,37,4.51,30,-0.119402985
NY,2022,2,6.5,10/21/2022,2,35,7.5,19.05,0.28575,3.499562555,0,236,13014.47,0,0,21.245,na,0,0,0,0.04,0,5.9,691.5178995,1211.304381,28.6895,5.38,37,4.51,0,0
NY,2022,3,1.7,10/21/2022,2,0,7.5,19.05,0.28575,3.499562555,3149.606299,300,13014.47,5.601958506,27.56654036,21.245,8.827584476,30,30,120,24.86,90,7.5,691.5178995,1211.304381,28.6895,5.38,37,4.51,30,0.210526316
NY,2022,3,2.7,10/21/2022,2,0,7.5,19.05,0.28575,3.499562555,2705.161855,192,13014.47,11.20391701,55.13308072,21.245,-2.055173972,60,54,216,26.93,77.3,4.8,691.5178995,1211.304381,28.6895,5.38,37,4.51,60,0.411042945
NY,2022,3,3.7,10/21/2022,2,21,7.5,19.05,0.28575,3.499562555,4024.496938,268,13014.47,22.40783402,110.2661614,21.245,-2.055173972,120,108,432,39.63,115,6.7,691.5178995,1211.304381,28.6895,5.38,37,4.51,120,0.263736264
NY,2022,3,4.7,10/21/2022,2,21,7.5,19.05,0.28575,3.499562555,0,460,13014.47,0,0,21.245,na,0,0,0,1.57,0,11.5,691.5178995,1211.304381,28.6895,5.38,37,4.51,0,0
NY,2022,3,5.7,10/21/2022,2,35,7.5,19.05,0.28575,3.499562555,1564.304462,216,13014.47,2.800979253,13.78327018,21.245,-5.682760121,15,13,52,9.27,44.7,5.4,691.5178995,1211.304381,28.6895,5.38,37,4.51,15,0.360946746
NY,2022,3,6.7,10/21/2022,2,35,7.5,19.05,0.28575,3.499562555,4902.887139,280,13014.47,16.80587552,82.69962109,21.245,17.29195216,90,97,388,47.79,140.1,7,691.5178995,1211.304381,28.6895,5.38,37,4.51,90,0.243243243
NY,2022,1,1.1,11/04/2022,3,0,7.5,19.05,0.28575,3.499562555,2565.179353,0,13014.47,11.20391701,55.13308072,21.245,-76.42069003,60,13,52,27.33,73.3,0,565.5997575,1085.386239,31.193,5.26,48,4.62,60,1
NY,2022,1,2.1,11/04/2022,3,0,7.5,19.05,0.28575,3.499562555,1354.330709,620,13014.47,2.800979253,13.78327018,21.245,-56.46896621,15,6,24,13.62,38.7,15.5,565.5997575,1085.386239,31.193,5.26,48,4.62,15,0.109195402
NY,2022,1,3.1,11/04/2022,3,21,7.5,19.05,0.28575,3.499562555,3125.109361,368,13014.47,5.601958506,27.56654036,21.245,-92.7448277,30,2,8,22.89,89.3,9.2,565.5997575,1085.386239,31.193,5.26,48,4.62,30,0.354385965
NY,2022,1,4.1,11/04/2022,3,21,7.5,19.05,0.28575,3.499562555,3401.574803,852,13014.47,16.80587552,82.69962109,21.245,-80.65287387,90,16,64,37.2,97.2,21.3,565.5997575,1085.386239,31.193,5.26,48,4.62,90,-0.049261084
NY,2022,1,5.1,11/04/2022,3,35,7.5,19.05,0.28575,3.499562555,2393.700787,300,13014.47,22.40783402,110.2661614,21.245,-94.55862078,120,6,24,12.87,68.4,7.5,565.5997575,1085.386239,31.193,5.26,48,4.62,120,0.440298507
NY,2022,1,6.1,11/04/2022,3,35,7.5,19.05,0.28575,3.499562555,0,772,13014.47,0,0,21.245,na,0,2,8,3.27,0,19.3,565.5997575,1085.386239,31.193,5.26,48,4.62,0,0
NY,2022,2,1.4,11/04/2022,3,0,7.5,19.05,0.28575,3.499562555,1560.804899,508,13014.47,22.40783402,110.2661614,21.245,-95.46551731,120,5,20,15.14,44.6,12.7,565.5997575,1085.386239,31.193,5.26,48,4.62,120,0.003921569
NY,2022,2,2.4,11/04/2022,3,0,7.5,19.05,0.28575,3.499562555,1676.290464,664,13014.47,5.601958506,27.56654036,21.245,-96.37241385,30,1,4,11.13,47.9,16.6,565.5997575,1085.386239,31.193,5.26,48,4.62,30,-0.129251701
NY,2022,2,3.4,11/04/2022,3,21,7.5,19.05,0.28575,3.499562555,930.8836395,960,13014.47,2.800979253,13.78327018,21.245,-70.97931081,15,4,16,14.44,26.6,24,565.5997575,1085.386239,31.193,5.26,48,4.62,15,-0.304347826
NY,2022,2,4.4,11/04/2022,3,21,7.5,19.05,0.28575,3.499562555,1602.79965,688,13014.47,16.80587552,82.69962109,21.245,-90.32643694,90,8,32,17.52,45.8,17.2,565.5997575,1085.386239,31.193,5.26,48,4.62,90,-0.146666667
