site,year,block,plot,pd,pd_fac,rate,seedling_n,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_om,rate.adj
DE,2022,3,310,11/17/2022,3,120,84,ERPVE,LAMAM,na,19.31,na,na,na,68.6,na,na,813.6461547,1450.652748,na,na,na,na,120
DE,2022,3,311,11/17/2022,3,10,7,ERPVE,LAMAM,STEME,8.68,na,na,na,35,na,na,813.6461547,1450.652748,na,na,na,na,15
DE,2022,3,312,11/17/2022,3,30,24,ERPVE,LAMAM,STEME,25.73,na,na,na,72.8,na,na,813.6461547,1450.652748,na,na,na,na,30
DE,2022,3,313,11/17/2022,3,60,33,ERPVE,LAMAM,na,20.82,na,na,na,61.4,na,na,813.6461547,1450.652748,na,na,na,na,60
DE,2022,3,314,11/17/2022,3,90,41,ERPVE,LAMAM,na,17.77,na,na,na,48.4,na,na,813.6461547,1450.652748,na,na,na,na,90
DE,2022,3,315,10/13/2022,1,10,13,ERPVE,LAMAM,POAAN,27.2,na,na,na,72.6,na,na,1369.683519,2006.690112,na,na,na,na,15
DE,2022,3,316,10/13/2022,1,120,64,ERPVE,LAMAM,POAAN,24.51,na,na,na,77.4,na,na,1369.683519,2006.690112,na,na,na,na,120
DE,2022,3,317,10/13/2022,1,0,0,ERPVE,LAMAM,STEME,3.21,na,na,na,0,na,na,1369.683519,2006.690112,na,na,na,na,0
DE,2022,3,318,10/13/2022,1,60,29,ERPVE,LAMAM,STEME,44.31,na,na,na,128,na,na,1369.683519,2006.690112,na,na,na,na,60
DE,2022,3,319,10/13/2022,1,30,13,ERPVE,LAMAM,STEME,54.98,na,na,na,144.6,na,na,1369.683519,2006.690112,na,na,na,na,30
DE,2022,3,320,10/13/2022,1,90,39,ERPVE,LAMAM,na,55.09,na,na,na,115.8,na,na,1369.683519,2006.690112,na,na,na,na,90
DE,2022,4,401,11/2/2022,2,90,58,ERPVE,LAMAM,OEOLA,9.35,na,na,na,33.2,na,na,948.4335185,1585.440112,na,na,na,na,90
DE,2022,4,402,11/2/2022,2,10,6,ERPVE,CERVU,LAMAM,9.16,na,na,na,35.2,na,na,948.4335185,1585.440112,na,na,na,na,15
DE,2022,4,403,11/2/2022,2,0,0,ERPVE,STEME,LAMAM,3.44,na,na,na,0,na,na,948.4335185,1585.440112,na,na,na,na,0
DE,2022,4,404,11/2/2022,2,150,86,ERPVE,HLOUM,LAMAM,20.71,na,na,na,76.8,na,na,948.4335185,1585.440112,na,na,na,na,150
DE,2022,4,405,11/2/2022,2,60,35,ERPVE,LAMAM,STEME,15.41,na,na,na,60.8,na,na,948.4335185,1585.440112,na,na,na,na,60
DE,2022,4,406,11/2/2022,2,30,12,ERPVE,STEME,LAMAM,14.09,na,na,na,61.4,na,na,948.4335185,1585.440112,na,na,na,na,30
DE,2022,4,407,11/2/2022,2,120,81,ERPVE,na,na,18.94,na,na,na,54,na,na,948.4335185,1585.440112,na,na,na,na,120
DE,2022,4,408,11/17/2022,3,30,21,ERPVE,LAMAM,POAAN,10.33,na,na,na,24,na,na,813.6461547,1450.652748,na,na,na,na,30
DE,2022,4,409,11/17/2022,3,90,80,ERPVE,LAMAM,POAAN,18.52,na,na,na,68.2,na,na,813.6461547,1450.652748,na,na,na,na,90
DE,2022,4,410,11/17/2022,3,150,67,ERPVE,LAMAM,STEME,10.13,na,na,na,27,na,na,813.6461547,1450.652748,na,na,na,na,150
DE,2022,4,411,11/17/2022,3,10,14,ERPVE,STEME,LAMAM,12.68,na,na,na,24,na,na,813.6461547,1450.652748,na,na,na,na,15
DE,2022,4,412,11/17/2022,3,0,0,ERPVE,STEME,LAMAM,2.68,na,na,na,0,na,na,813.6461547,1450.652748,na,na,na,na,0
DE,2022,4,413,11/17/2022,3,120,73,ERPVE,LAMAM,STEME,22.38,na,na,na,73.4,na,na,813.6461547,1450.652748,na,na,na,na,120
DE,2022,4,414,11/17/2022,3,60,34,ERPVE,LAMAM,STEME,12.01,na,na,na,32,na,na,813.6461547,1450.652748,na,na,na,na,60
DE,2022,4,415,10/13/2022,1,120,71,ERPVE,STEME,LAMAM,27.24,na,na,na,103.8,na,na,1369.683519,2006.690112,na,na,na,na,120
DE,2022,4,416,10/13/2022,1,10,10,ERPVE,STEME,LAMAM,15.39,na,na,na,64,na,na,1369.683519,2006.690112,na,na,na,na,15
DE,2022,4,417,10/13/2022,1,90,45,ERPVE,STEME,LAMAM,27.51,na,na,na,85.2,na,na,1369.683519,2006.690112,na,na,na,na,90
DE,2022,4,418,10/13/2022,1,0,0,STEME,ERPVE,LAMAM,7.39,na,na,na,0,na,na,1369.683519,2006.690112,na,na,na,na,0
DE,2022,4,419,10/13/2022,1,30,21,ERPVE,STEME,LAMAM,43.27,na,na,na,138,na,na,1369.683519,2006.690112,na,na,na,na,30
DE,2022,4,420,10/13/2022,1,60,29,ERPVE,STEME,LAMAM,23.03,na,na,na,70.4,na,na,1369.683519,2006.690112,na,na,na,na,60
DE,2023,1,101,10/12/2022,1,50,29,VIORA,VERHE,HLOUM,16.92,VIORA,OEOLA,na,79.2,2.8,-0.893939394,1455.98,2125.50,1.5,6.57,207,1.32,60
DE,2023,1,102,10/12/2022,1,105,70,VIORA,VERHE,na,17.79,VIORA,VICSA,na,74.8,5.8,-0.78030303,1455.98,2125.50,1.5,6.57,207,1.32,120
DE,2023,1,103,10/12/2022,1,25,34,VIORA,VERHE,VICSA,45.87,VIORA,VICSA,na,101,11,-0.583333333,1455.98,2125.50,1.5,6.57,207,1.32,30
DE,2023,1,104,10/12/2022,1,80,66,VIORA,HLOUM,OEOLA,14.53,VIORA,OEOLA,na,59.6,6.8,-0.742424242,1455.98,2125.50,1.5,6.57,207,1.32,90
DE,2023,1,105,10/12/2022,1,0,0,VIORA,OEOLA,na,11.43,VIORA,OEOLA,na,0,26.4,0,1455.98,2125.50,1.5,6.57,207,1.32,0
DE,2023,1,106,10/12/2022,1,150,49,VIORA,VERHE,HLOUM,23.02,VIORA,na,na,70.8,4.4,-0.833333333,1455.98,2125.50,1.5,6.57,207,1.32,150
DE,2023,1,107,10/12/2022,1,15,9,VIORA,VERHE,VICSA,22.34,VIORA,VICSA,STEME,55.4,24.6,-0.068181818,1455.98,2125.50,1.5,6.57,207,1.32,15
DE,2023,1,108,10/31/2022,2,0,0,VIORA,VERHE,VICSA,3.03,VIORA,VICSA,na,0,18.8,0,1159.67,1829.20,1.55,6.7,221,1.24,0
DE,2023,1,109,10/31/2022,2,80,32,VIORA,VERHE,VICSA,10.71,VIORA,VICSA,na,25,13,-0.308510638,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,1,110,10/31/2022,2,150,78,VIORA,VERHE,na,24.16,VIORA,na,na,67,9.2,-0.510638298,1159.67,1829.20,1.55,6.7,221,1.24,150
DE,2023,1,111,10/31/2022,2,50,26,VIORA,na,na,22.99,VIORA,na,na,28.6,20.4,0.085106383,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,1,112,10/31/2022,2,15,9,VIORA,na,na,14.6,VIORA,na,na,16.2,27,0.436170213,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,1,113,10/31/2022,2,105,53,VIORA,VERHE,na,20.84,VIORA,VICSA,na,40.8,17.4,-0.074468085,1159.67,1829.20,1.55,6.7,221,1.24,120
DE,2023,1,114,10/31/2022,2,25,12,VIORA,VICSA,VERHE,19.56,VIORA,VICSA,OEOLA,28.8,31.4,0.670212766,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,1,115,11/17/2022,3,80,29,VIORA,VICSA,VERHE,9.51,VIORA,na,na,29.4,5.6,-0.837209302,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,1,116,11/17/2022,3,15,6,VIORA,VICSA,na,6.3,VIORA,na,na,8.8,19.4,-0.436046512,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,1,117,11/17/2022,3,50,36,VIORA,OEOLA,na,25.37,VIORA,na,na,19.2,21.4,-0.377906977,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,1,118,11/17/2022,3,25,19,VIORA,na,na,13.98,VIORA,na,na,20,30.8,-0.104651163,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,1,119,11/17/2022,3,105,62,VIORA,VERHE,na,12.48,VIORA,na,na,20.6,18.8,-0.453488372,863.50,1533.03,1.7,6.68,202,1.3,120
DE,2023,1,120,11/17/2022,3,0,0,VIORA,VERHE,na,10.46,VIORA,VICSA,na,0,34.4,0,863.50,1533.03,1.7,6.68,202,1.3,0
DE,2023,1,121,11/17/2022,3,150,61,VIORA,VERHE,VICSA,14.63,VIORA,VICSA,STEME,21.4,19.8,-0.424418605,863.50,1533.03,1.7,6.68,202,1.3,150
DE,2023,2,201,10/31/2022,2,105,58,VIORA,na,na,14.42,VIORA,OEOLA,na,80.8,3.6,-0.879194631,1159.67,1829.20,1.55,6.7,221,1.24,120
DE,2023,2,202,10/31/2022,2,15,15,VIORA,OEOLA,VERHE,11.18,VIORA,OEOLA,na,23.6,14.6,-0.510067114,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,2,203,10/31/2022,2,50,35,VIORA,na,na,33.82,VIORA,na,na,55,14,-0.530201342,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,2,204,10/31/2022,2,150,78,VIORA,VERHE,na,23.95,VIORA,na,na,67.2,11.4,-0.617449664,1159.67,1829.20,1.55,6.7,221,1.24,150
DE,2023,2,205,10/31/2022,2,80,49,VIORA,VERHE,na,14.28,VIORA,na,na,35,13.8,-0.536912752,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,2,206,10/31/2022,2,25,15,VIORA,VERHE,na,13.84,VIORA,na,na,61.2,19,-0.362416107,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,2,207,10/31/2022,2,0,0,VIORA,OEOLA,na,6.48,VIORA,OEOLA,na,0,29.8,0,1159.67,1829.20,1.55,6.7,221,1.24,0
DE,2023,2,208,10/12/2022,1,150,76,CERFO,VIORA,VERHE,15.21,CERFO,VIORA,na,86.2,4.2,-0.856164384,1455.98,2125.50,1.5,6.57,207,1.32,150
DE,2023,2,209,10/12/2022,1,50,35,VIORA,OEOLA,HLOUM,12.6,VIORA,OEOLA,na,60.8,2.8,-0.904109589,1455.98,2125.50,1.5,6.57,207,1.32,60
DE,2023,2,210,10/12/2022,1,0,0,VIORA,OEOLA,HLOUM,33.22,VIORA,OEOLA,na,0,29.2,0,1455.98,2125.50,1.5,6.57,207,1.32,0
DE,2023,2,211,10/12/2022,1,105,45,VIORA,HLOUM,OEOLA,25.44,VIORA,OEOLA,na,59.8,8.6,-0.705479452,1455.98,2125.50,1.5,6.57,207,1.32,120
DE,2023,2,212,10/12/2022,1,80,67,VIORA,VICSA,CERFO,22.01,VIORA,STEME,na,80,8.6,-0.705479452,1455.98,2125.50,1.5,6.57,207,1.32,90
DE,2023,2,213,10/12/2022,1,15,20,VIORA,na,na,20.91,VIORA,VICSA,na,67,22,-0.246575342,1455.98,2125.50,1.5,6.57,207,1.32,15
DE,2023,2,214,10/12/2022,1,25,20,VIORA,na,na,15.39,VIORA,STEME,na,63,8.4,-0.712328767,1455.98,2125.50,1.5,6.57,207,1.32,30
DE,2023,2,215,11/17/2022,3,15,13,LAMAM,CERFO,na,4.01,CERFO,na,na,18.2,6.2,-0.743801653,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,2,216,11/17/2022,3,50,36,VIORA,OEOLA,na,10.14,VIORA,OEOLA,na,32.4,7,-0.710743802,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,2,217,11/17/2022,3,150,73,VIORA,na,na,37.88,VIORA,STEME,na,23,18,-0.256198347,863.50,1533.03,1.7,6.68,202,1.3,150
DE,2023,2,218,11/17/2022,3,0,0,VIORA,na,na,17.35,VIORA,OEOLA,na,0,24.2,0,863.50,1533.03,1.7,6.68,202,1.3,0
DE,2023,2,219,11/17/2022,3,25,18,VIORA,na,na,14.6,VIORA,na,na,18.4,29.4,0.214876033,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,2,220,11/17/2022,3,80,37,VIORA,na,na,10.71,VIORA,na,na,14.6,16,-0.338842975,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,2,221,11/17/2022,3,105,58,VIORA,na,na,13.61,VIORA,na,na,29.6,15.2,-0.371900826,863.50,1533.03,1.7,6.68,202,1.3,120
DE,2023,3,301,11/17/2022,3,0,0,LAMAM,VIORA,HLOUM,2.72,VIORA,STEME,VERHE,0,7.6,0,863.50,1533.03,1.7,6.68,202,1.3,0
DE,2023,3,302,11/17/2022,3,105,51,VIORA,OEOLA,na,10.09,VIORA,na,na,47.2,0,-1,863.50,1533.03,1.7,6.68,202,1.3,120
DE,2023,3,303,11/17/2022,3,80,38,VIORA,na,na,21.66,VIORA,STEME,na,23.4,17.2,1.263157895,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,3,304,11/17/2022,3,15,10,VIORA,OEOLA,LAMAM,8.42,VIORA,OEOLA,na,10,23.8,2.131578947,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,3,305,11/17/2022,3,150,80,VIORA,na,na,12.36,VIORA,STEME,VICSA,39.2,17,1.236842105,863.50,1533.03,1.7,6.68,202,1.3,150
DE,2023,3,306,11/17/2022,3,25,17,VIORA,HLOUM,LAMAM,8.7,VIORA,OEOLA,STEME,11.6,26,2.421052632,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,3,307,11/17/2022,3,50,27,VIORA,LAMAM,na,12.03,VIORA,na,na,18.6,14.6,0.921052632,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,3,308,10/12/2022,1,105,76,CERFO,LAMAM,na,10.49,CERFO,LOLMU,na,52,3.6,-0.894117647,1285.61,1948.46,1.5,6.57,207,1.32,120
DE,2023,3,309,10/12/2022,1,25,21,VIORA,LAMAM,na,18.21,VIORA,na,na,77.8,7.2,-0.788235294,1285.61,1948.46,1.5,6.57,207,1.32,30
DE,2023,3,310,10/12/2022,1,150,60,VIORA,OEOLA,na,32.94,VIORA,STEME,OEOLA,70.2,12,-0.647058824,1285.61,1948.46,1.5,6.57,207,1.32,150
DE,2023,3,311,10/12/2022,1,0,0,VIORA,OEOLA,na,10.25,VIORA,STEME,OEOLA,0,34,0,1285.61,1948.46,1.5,6.57,207,1.32,0
DE,2023,3,312,10/12/2022,1,15,13,VIORA,LAMAM,VICSA,24.32,VIORA,VICSA,OEOLA,54.8,26.4,-0.223529412,1285.61,1948.46,1.5,6.57,207,1.32,15
DE,2023,3,313,10/12/2022,1,80,51,VIORA,LAMAM,HLOUM,19.01,VIORA,STEME,na,72.4,8.6,-0.747058824,1285.61,1948.46,1.5,6.57,207,1.32,90
DE,2023,3,314,10/12/2022,1,50,30,VIORA,na,na,19.47,VIORA,OEOLA,na,78,6.8,-0.8,1285.61,1948.46,1.5,6.57,207,1.32,60
DE,2023,3,315,10/31/2022,2,80,52,LAMAM,CERFO,HLOUM,11.02,CERFO,VIORA,na,37.6,3.2,-0.851851852,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,3,316,10/31/2022,2,105,78,VIORA,na,na,15.66,VIORA,na,na,61.6,2.2,-0.898148148,1159.67,1829.20,1.55,6.7,221,1.24,120
DE,2023,3,317,10/31/2022,2,15,14,VIORA,OEOLA,na,25.47,VIORA,STEME,na,24.4,25,0.157407407,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,3,318,10/31/2022,2,0,0,VIORA,LAMAM,na,25.16,VIORA,OEOLA,na,0,21.6,0,1159.67,1829.20,1.55,6.7,221,1.24,0
DE,2023,3,319,10/31/2022,2,25,26,VIORA,OEOLA,LAMAM,14.75,VIORA,OEOLA,na,50.6,7,-0.675925926,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,3,320,10/31/2022,2,150,85,VIORA,CERFO,LAMAM,16.39,VIORA,STEME,na,59.4,12.6,-0.416666667,1159.67,1829.20,1.55,6.7,221,1.24,150
DE,2023,3,321,10/31/2022,2,50,36,VIORA,na,na,13.63,VIORA,na,na,44,8.4,-0.611111111,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,4,401,10/12/2022,1,25,22,CERFO,HLOUM,VIORA,17.51,CERFO,VIORA,na,42.6,6.2,-0.75,1455.98,2125.50,1.5,6.57,207,1.32,30
DE,2023,4,402,10/12/2022,1,105,68,VIORA,na,na,15.5,VIORA,na,na,65.2,3.4,-0.862903226,1455.98,2125.50,1.5,6.57,207,1.32,120
DE,2023,4,403,10/12/2022,1,15,11,VIORA,OEOLA,na,17.79,VIORA,na,na,44,21,-0.153225806,1455.98,2125.50,1.5,6.57,207,1.32,15
DE,2023,4,404,10/12/2022,1,150,120,VIORA,OEOLA,na,22.24,VIORA,na,na,98.4,7.2,-0.709677419,1455.98,2125.50,1.5,6.57,207,1.32,150
DE,2023,4,405,10/12/2022,1,50,37,VIORA,na,na,18.77,VIORA,na,na,84,6.4,-0.741935484,1455.98,2125.50,1.5,6.57,207,1.32,60
DE,2023,4,406,10/12/2022,1,0,0,VIORA,OEOLA,na,12,VIORA,na,na,0,24.8,0,1455.98,2125.50,1.5,6.57,207,1.32,0
DE,2023,4,407,10/12/2022,1,80,40,VIORA,LAMAM,HLOUM,17.36,VIORA,na,na,71,6.8,-0.725806452,1455.98,2125.50,1.5,6.57,207,1.32,90
DE,2023,4,408,11/17/2022,3,50,26,LAMAM,ERPVE,CERFO,10.14,VIORA,STEME,na,16,9.8,-0.677631579,863.50,1533.03,1.7,6.68,202,1.3,60
DE,2023,4,409,11/17/2022,3,25,12,VIORA,OEOLA,na,12.8,VIORA,OEOLA,na,11.6,16.2,-0.467105263,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,4,410,11/17/2022,3,15,7,VIORA,OEOLA,na,20.95,VIORA,STEME,OEOLA,7.4,35.4,0.164473684,863.50,1533.03,1.7,6.68,202,1.3,15
DE,2023,4,411,11/17/2022,3,105,na,na,na,na,na,na,na,na,na,na,na,863.50,1533.03,1.7,6.68,202,1.3,120
DE,2023,4,412,11/17/2022,3,0,0,VIORA,OEOLA,na,13.45,VIORA,STEME,OEOLA,0,30.4,0,863.50,1533.03,1.7,6.68,202,1.3,0
DE,2023,4,413,11/17/2022,3,150,69,VIORA,OEOLA,na,26.48,VIORA,STEME,OEOLA,27.8,24.2,-0.203947368,863.50,1533.03,1.7,6.68,202,1.3,150
DE,2023,4,414,11/17/2022,3,80,38,VIORA,na,na,15.84,VIORA,na,na,24.8,21.8,-0.282894737,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,4,415,10/31/2022,2,15,8,VIORA,LAMAM,HLOUM,10.02,VIORA,STEME,na,53,3.2,-0.903030303,1159.67,1829.20,1.55,6.7,221,1.24,15
DE,2023,4,416,10/31/2022,2,150,87,VIORA,na,na,31.94,VIORA,VICSA,na,52.8,11.2,-0.660606061,1159.67,1829.20,1.55,6.7,221,1.24,150
DE,2023,4,417,10/31/2022,2,80,47,VIORA,APHAR,na,29.76,VIORA,na,na,60.2,11.2,-0.660606061,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,4,418,10/31/2022,2,25,22,VIORA,OEOLA,na,32.35,VIORA,STEME,na,42.8,22.6,-0.315151515,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,4,419,10/31/2022,2,50,39,VIORA,OEOLA,na,22.85,VIORA,na,na,66,13.6,-0.587878788,1159.67,1829.20,1.55,6.7,221,1.24,60
DE,2023,4,420,10/31/2022,2,0,0,VIORA,CERFO,OEOLA,15.01,VIORA,STEME,OEOLA,0,33,0,1159.67,1829.20,1.55,6.7,221,1.24,0
DE,2023,4,421,10/31/2022,2,105,75,VIORA,OEOLA,na,20.16,VIORA,na,na,56.2,7.4,-0.775757576,1159.67,1829.20,1.55,6.7,221,1.24,120
MA,2022,1,101,9/21/2022,1,15,11,na,na,na,na,na,na,na,72.9,0,-1,na,1914.79,13.058,6.62,499,2.69,15
MA,2022,1,102,9/21/2022,1,0,0,na,na,na,na,CAPBP,ERICA,STEME,0,28.8,0,na,1914.79,13.058,6.62,499,2.69,0
MA,2022,1,103,9/21/2022,1,60,22,na,na,na,na,na,na,na,91.55,0,-1,na,1914.79,13.058,6.62,499,2.69,60
MA,2022,1,104,9/21/2022,1,90,44,na,na,na,na,na,na,na,234.7,0,-1,na,1914.79,13.058,6.62,499,2.69,90
MA,2022,1,105,9/21/2022,1,120,52,na,na,na,na,na,na,na,248,0,-1,na,1914.79,13.058,6.62,499,2.69,120
MA,2022,1,106,9/21/2022,1,30,14,na,na,na,na,na,na,na,342.15,0,-1,na,1914.79,13.058,6.62,499,2.69,30
MA,2022,1,111,11/01/2022,3,30,23,na,na,na,na,na,na,na,24.5,0,-1,na,1149.91,6.256,6.77,489,2.18,30
MA,2022,1,112,11/01/2022,3,0,0,na,na,na,na,CHEAL,STEME,CAPBP,0,14.8,0,na,1149.91,6.256,6.77,489,2.18,0
MA,2022,1,113,11/01/2022,3,90,97,na,na,na,na,na,na,na,64.05,0,-1,na,1149.91,6.256,6.77,489,2.18,90
MA,2022,1,114,11/01/2022,3,120,109,na,na,na,na,na,na,na,129.05,0,-1,na,1149.91,6.256,6.77,489,2.18,120
MA,2022,1,115,11/01/2022,3,15,8,na,na,na,na,na,na,na,44.25,0,-1,na,1149.91,6.256,6.77,489,2.18,15
MA,2022,1,116,11/01/2022,3,60,38,na,na,na,na,na,na,na,79.95,0,-1,na,1149.91,6.256,6.77,489,2.18,60
MA,2022,1,121,10/06/2022,2,90,92,na,na,na,na,na,na,na,60.7,0,-1,na,1595.04,7.9085,6.8,478,1.68,90
MA,2022,1,122,10/06/2022,2,120,72,na,na,na,na,na,na,na,60,0,-1,na,1595.04,7.9085,6.8,478,1.68,120
MA,2022,1,123,10/06/2022,2,15,9,na,na,na,na,na,na,na,81.45,0,-1,na,1595.04,7.9085,6.8,478,1.68,15
MA,2022,1,124,10/06/2022,2,0,0,na,na,na,na,CHEAL,CAPBP,STEME,0,34.75,0,na,1595.04,7.9085,6.8,478,1.68,0
MA,2022,1,125,10/06/2022,2,30,24,na,na,na,na,na,na,na,179.4,0,-1,na,1595.04,7.9085,6.8,478,1.68,30
MA,2022,1,126,10/06/2022,2,60,40,na,na,na,na,na,na,na,182.8,0,-1,na,1595.04,7.9085,6.8,478,1.68,60
MA,2022,2,201,10/06/2022,2,15,25,na,na,na,na,na,na,na,122,0,-1,na,1595.04,7.9085,6.8,478,1.68,15
MA,2022,2,202,10/06/2022,2,60,35,na,na,na,na,na,na,na,117.05,0,-1,na,1595.04,7.9085,6.8,478,1.68,60
MA,2022,2,203,10/06/2022,2,120,104,na,na,na,na,na,na,na,113.1,0,-1,na,1595.04,7.9085,6.8,478,1.68,120
MA,2022,2,204,10/06/2022,2,90,85,na,na,na,na,na,na,na,213.75,0,-1,na,1595.04,7.9085,6.8,478,1.68,90
MA,2022,2,205,10/06/2022,2,30,27,na,na,na,na,na,na,na,133.55,0,-1,na,1595.04,7.9085,6.8,478,1.68,30
MA,2022,2,206,10/06/2022,2,0,0,na,na,na,na,CHEAL,CAPBP,STEME,0,11.75,0,na,1595.04,7.9085,6.8,478,1.68,0
MA,2022,2,211,9/21/2022,1,60,22,na,na,na,na,na,na,na,151.8,0,-1,na,1914.79,13.058,6.62,499,2.69,60
MA,2022,2,212,9/21/2022,1,30,26,na,na,na,na,na,na,na,115.9,0,-1,na,1914.79,13.058,6.62,499,2.69,30
MA,2022,2,213,9/21/2022,1,90,60,na,na,na,na,na,na,na,127,0,-1,na,1914.79,13.058,6.62,499,2.69,90
MA,2022,2,214,9/21/2022,1,120,63,na,na,na,na,na,na,na,215,0,-1,na,1914.79,13.058,6.62,499,2.69,120
MA,2022,2,215,9/21/2022,1,15,12,na,na,na,na,na,na,na,150.05,0,-1,na,1914.79,13.058,6.62,499,2.69,15
MA,2022,2,216,9/21/2022,1,0,0,na,na,na,na,CAPBP,STEME,na,0,42.3,0,na,1914.79,13.058,6.62,499,2.69,0
MA,2022,2,221,11/01/2022,3,60,40,na,na,na,na,na,na,na,66.95,0,-1,na,1149.91,6.256,6.77,489,2.18,60
MA,2022,2,222,11/01/2022,3,90,104,na,na,na,na,na,na,na,100.5,0,-1,na,1149.91,6.256,6.77,489,2.18,90
MA,2022,2,223,11/01/2022,3,120,30,na,na,na,na,na,na,na,90.05,0,-1,na,1149.91,6.256,6.77,489,2.18,120
MA,2022,2,224,11/01/2022,3,0,0,na,na,na,na,CHEAL,STEME,LOLMU,0,21.4,0,na,1149.91,6.256,6.77,489,2.18,0
MA,2022,2,225,11/01/2022,3,30,15,na,na,na,na,na,na,na,67.95,0,-1,na,1149.91,6.256,6.77,489,2.18,30
MA,2022,2,226,11/01/2022,3,15,6,na,na,na,na,na,na,na,46.45,0,-1,na,1149.91,6.256,6.77,489,2.18,15
MA,2022,3,301,11/01/2022,3,90,40,na,na,na,na,na,na,na,70.8,0,-1,na,1149.91,6.256,6.77,489,2.18,90
MA,2022,3,302,11/01/2022,3,0,0,na,na,na,na,CHEAL,STEME,LOLMU,0,13.7,0,na,1149.91,6.256,6.77,489,2.18,0
MA,2022,3,303,11/01/2022,3,120,80,na,na,na,na,na,na,na,99.4,0,-1,na,1149.91,6.256,6.77,489,2.18,120
MA,2022,3,304,11/01/2022,3,60,36,na,na,na,na,na,na,na,82.9,0,-1,na,1149.91,6.256,6.77,489,2.18,60
MA,2022,3,305,11/01/2022,3,30,21,na,na,na,na,na,na,na,57.8,0,-1,na,1149.91,6.256,6.77,489,2.18,30
MA,2022,3,306,11/01/2022,3,15,6,na,na,na,na,na,na,na,56.3,0,-1,na,1149.91,6.256,6.77,489,2.18,15
MA,2022,3,311,10/06/2022,2,15,15,na,na,na,na,na,na,na,120.75,0,-1,na,1595.04,7.9085,6.8,478,1.68,15
MA,2022,3,312,10/06/2022,2,60,52,na,na,na,na,na,na,na,139.05,0,-1,na,1595.04,7.9085,6.8,478,1.68,60
MA,2022,3,313,10/06/2022,2,90,76,na,na,na,na,na,na,na,163.85,0,-1,na,1595.04,7.9085,6.8,478,1.68,90
MA,2022,3,314,10/06/2022,2,120,119,na,na,na,na,na,na,na,168.1,0,-1,na,1595.04,7.9085,6.8,478,1.68,120
MA,2022,3,315,10/06/2022,2,0,0,na,na,na,na,CAPBP,CHEAL,STEME,0,26.9,0,na,1595.04,7.9085,6.8,478,1.68,0
MA,2022,3,316,10/06/2022,2,30,20,na,na,na,na,na,na,na,135.4,0,-1,na,1595.04,7.9085,6.8,478,1.68,30
MA,2022,3,321,9/21/2022,1,0,0,na,na,na,na,CAPBP,STEME,na,0,34.65,0,na,1914.79,13.058,6.62,499,2.69,0
MA,2022,3,322,9/21/2022,1,15,7,na,na,na,na,na,na,na,115,0,-1,na,1914.79,13.058,6.62,499,2.69,15
MA,2022,3,323,9/21/2022,1,120,57,na,na,na,na,na,na,na,142.9,0,-1,na,1914.79,13.058,6.62,499,2.69,120
MA,2022,3,324,9/21/2022,1,90,44,na,na,na,na,na,na,na,189.55,0,-1,na,1914.79,13.058,6.62,499,2.69,90
MA,2022,3,325,9/21/2022,1,30,9,na,na,na,na,na,na,na,13.05,0,-1,na,1914.79,13.058,6.62,499,2.69,30
MA,2022,3,326,9/21/2022,1,60,26,na,na,na,na,na,na,na,258,0,-1,na,1914.79,13.058,6.62,499,2.69,60
MA,2023,1,101,9/21/2022,1,80,52,CAPBP,na,na,47.66,CAPBP,STEME,na,142.3,11.2,-0.577358491,1150.70,1935.59,3.55,6.83,526,2.39,90
